time,"-15,0","-10,-20","-10,-15","-10,-10","-10,-5","-5,-25","-5,-20","-5,-15","-5,-10","-5,-5","0,-15","0,-10","0,-5","5,-10","5,-5","5,0","10,-10","10,-5","10,0","15,-5"
2.0,0.00116032221741,0.00116151526002,0.00169938538477,0.00179593529925,0.00111563429531,0.00174495281541,0.0011432769083,0.000901750220145,0.0013627114435,0.00121381288916,0.000916813059167,0.000711300808806,0.00103754321358,0.000756426278862,0.0016332920088,0.0011759715903,0.000883821818759,0.00084622847531,0.00138164950057,0.00146458406728
2.05,0.00129647055392,0.0012677966292,0.00173275547205,0.00194362266423,0.00109524741977,0.00179688770704,0.00124100500922,0.000842770969041,0.00143314149206,0.00123253348959,0.00101818667939,0.000710627834958,0.000984899904259,0.000602469420249,0.00170018551417,0.00109396325686,0.000959522839264,0.00099728735447,0.00125384669632,0.00134328761264
2.1,0.00144614960658,0.00125607922241,0.00160208028481,0.0020541725047,0.00111678464768,0.00187439700328,0.00158654512283,0.000858159861884,0.00134144305546,0.00120625672727,0.00102892840067,0.000776801447851,0.000942257836662,0.00055234995821,0.00170585555854,0.000934151248728,0.00116646975099,0.00103517858901,0.0012815795082,0.00130319693313
2.15,0.0015156156189,0.00120582672844,0.00148215098159,0.00179196431457,0.00120267135468,0.0020740129552,0.00183315303876,0.000776709839871,0.00119851862065,0.00125385198243,0.00120849654532,0.000841152669869,0.000762554365554,0.000547290500653,0.00174593984185,0.000902385733081,0.00130128989426,0.00107080271922,0.00138190984915,0.00132693402554
2.2,0.00153563817472,0.00104291288108,0.00137881484539,0.00121765889005,0.00133457965202,0.00217427706502,0.0018456912498,0.000705284142903,0.00128352795784,0.0014287467898,0.00131493583277,0.000903812328497,0.000636951481295,0.000498114613426,0.00166146657323,0.000856304977259,0.00146155817917,0.00106256949089,0.0014966350892,0.00122672367376
2.25,0.00165283684718,0.000972889830957,0.00133871466764,0.000915988792316,0.00120442541859,0.00246077406097,0.00185089086266,0.000571658443594,0.00131897522626,0.00142324965477,0.00131114528527,0.000956408901958,0.000567406802185,0.000577434719433,0.00168016710945,0.000982132798944,0.00141401154704,0.001228795461,0.00159688721563,0.00110182879535
2.3,0.00174938266578,0.000841804093965,0.00124053331876,0.00102626862873,0.00110807749313,0.00262731977959,0.00157327771335,0.00054475486458,0.00136264617254,0.00138021790527,0.0012217038745,0.00095279635224,0.000575385851597,0.000600616136631,0.00152206946709,0.00112228577577,0.00157776506318,0.00132170041647,0.00151619881208,0.00110792709051
2.35,0.00170010441415,0.000852036241677,0.00125089789418,0.000967350267137,0.000973929596622,0.00260950590627,0.00116964236788,0.000555967510145,0.00131632828055,0.00133563819557,0.00116826769218,0.000889048958349,0.000629999597009,0.000771036400203,0.00135374777733,0.00143927778461,0.0019041511537,0.0014320980109,0.00162676597477,0.00128527200684
2.4,0.00165189204314,0.000885298730189,0.00121348538063,0.000981784010673,0.000986326848825,0.00256256954221,0.00113361824436,0.000709546139055,0.00113777956359,0.00131954192068,0.00114692564376,0.00087005142759,0.000575656888673,0.000914520059666,0.00140986986624,0.00161844351804,0.00194524693376,0.00152507132559,0.00152938745603,0.00142360155159
2.45,0.00176802723228,0.0010027101948,0.00118770408675,0.000930703514199,0.000915811704745,0.00213191769293,0.00100267714142,0.000781393602185,0.00101117908634,0.00138777241423,0.00111939685856,0.00103881175983,0.000717050705577,0.00104415581156,0.0016533963834,0.00132345025097,0.00126919788038,0.00130888022194,0.00153613638973,0.000872676398665
2.5,0.00163111812785,0.00109864906703,0.00125184451771,0.000982016081028,0.00102270647075,0.00184562171582,0.00101178152922,0.000857060152292,0.000864974189554,0.00124062479553,0.00107839855874,0.00124302432587,0.000864262338794,0.00121194647436,0.00157591991836,0.00121361279628,0.00109245344208,0.00126308473582,0.00146387093795,0.000744805679425
2.55,0.00139174351359,0.00101419691128,0.00130682044447,0.00100112854339,0.000993762310431,0.00166807942504,0.00123713843553,0.000907780875826,0.000801021844417,0.00126533064169,0.000867705724698,0.00146588642203,0.000949387722137,0.00138614660598,0.00107796453583,0.00125423630505,0.00118939064002,0.00138270943234,0.00151772634872,0.00081681683971
2.6,0.00116514157516,0.000963494844038,0.0011557530887,0.0010790252417,0.00105897099235,0.00136870716012,0.00142765244681,0.00090637306299,0.000815949276759,0.00125642094231,0.000761675684642,0.00173180221779,0.00088551655581,0.00151345366764,0.000920652075852,0.0010842090478,0.00109442491017,0.00125027290374,0.00161675833083,0.00104938864577
2.65,0.00113825732636,0.000839536556893,0.00102656262292,0.00124388263576,0.00097057528749,0.00123619392335,0.00157028688935,0.000921366251688,0.000908292896934,0.00125259256538,0.000678782372438,0.00172817459596,0.000896335361204,0.00162586174631,0.000950869634863,0.000987889223629,0.000940226188507,0.00108041937076,0.00179945126998,0.0014580540496
2.7,0.00124089815726,0.000782571714591,0.00094904224224,0.00126872516225,0.00105876928218,0.00115954799873,0.00144374181899,0.00109435492956,0.00111785756839,0.00127252424066,0.000563435491218,0.001566601798,0.000900433921366,0.00161903315002,0.00107015407769,0.00108658031202,0.00107110362818,0.000897990647988,0.00160315844596,0.00159823737741
2.75,0.00103449114163,0.000761012531336,0.000895372423367,0.0011607630092,0.0010983098983,0.00129269848073,0.00117452427045,0.00101456334329,0.00134378584229,0.00118808277101,0.000620609412443,0.00141375377577,0.000997677513047,0.00157580059431,0.000988028738174,0.00108446881941,0.00108772149099,0.00107912263466,0.00162220783815,0.00147147279204
2.8,0.000945975683835,0.000730534188417,0.00110002250744,0.000977699901302,0.001152962692,0.00122692998854,0.000942966981378,0.000865706439686,0.00123266466471,0.000980287019384,0.00071925836195,0.00142347456918,0.0011563065666,0.00140587927336,0.00104400284711,0.00119514651254,0.00109967748671,0.00121936886549,0.00143955942242,0.00171026348432
2.85,0.00107383331584,0.000753347470961,0.00121359193976,0.000952958554842,0.0011904144923,0.00120143707337,0.000774624727956,0.000781041657237,0.00123099468253,0.000977250638321,0.000823069892023,0.00128953014484,0.00126152579814,0.00130076877503,0.000936732529201,0.00143221621728,0.00134205565894,0.00141217398082,0.00128485117025,0.00188070482759
2.9,0.00123345433264,0.000827923712177,0.00112550148046,0.000997892402276,0.00122398774348,0.00108204346856,0.000822848853524,0.000773921763719,0.00129447190808,0.000941414541049,0.000920316746416,0.00130289536324,0.00160186738637,0.00129123058063,0.000902046502611,0.00140641291573,0.00162141061732,0.00146309196279,0.00130572621748,0.00267056672586
2.95,0.00145074364222,0.000933833640026,0.000950802989623,0.000969318900496,0.00117829127617,0.00103052991987,0.00104016760339,0.000870517367494,0.00127832991462,0.00101882149278,0.000955672688847,0.00116382606544,0.00177503787476,0.00154285888999,0.000961822988402,0.00127773074949,0.00156375702544,0.00186907464733,0.00130988578064,0.0025375775608
3.0,0.00181357287838,0.000922328778591,0.000835310408442,0.000989223255082,0.00117695963652,0.000886395120491,0.00112304077208,0.000857111100995,0.00112814738284,0.00104918522577,0.000920655642025,0.00114311587971,0.00158291439291,0.00134525580231,0.00104168041055,0.00122530538162,0.00157070903271,0.00189954073734,0.00132160911111,0.00223003301295
3.05,0.00194152118467,0.000862451542871,0.000837587420382,0.00103433376924,0.00133961130149,0.000668732900791,0.00123728982628,0.00082092429388,0.000927518343204,0.000983389722632,0.000819041852492,0.00101526828179,0.00135125226708,0.00131420301605,0.000778110645066,0.00114232532988,0.00131166847787,0.0018707524015,0.00163541750179,0.00157168466917
3.1,0.00169890441422,0.000823077814457,0.000779096110267,0.00103046662055,0.00143775350406,0.00059719696536,0.00105597913371,0.000795835669859,0.000831795218389,0.00104729749824,0.000733619808631,0.000970727574473,0.00111743393875,0.00118712680249,0.000710488041755,0.00101211348334,0.0012384705653,0.0018352881041,0.00183867789495,0.00162197941893
3.15,0.00157029860463,0.000860880155068,0.000798787796974,0.00105536135116,0.00155943065482,0.000716014668188,0.00101946735178,0.000874375713759,0.000876129608664,0.000953718195874,0.000818437331687,0.000968487193785,0.000956184449535,0.001194593137,0.000700717326036,0.000846311848663,0.00116715354503,0.00177207760342,0.00186635753503,0.00168820105834
3.2,0.00154393960373,0.00080831552137,0.000871867225245,0.00113466776604,0.00167244441354,0.000813130016323,0.00099631896356,0.000980735910797,0.000909580258307,0.000960939541713,0.000892443922144,0.000860252223817,0.000733807979439,0.00137506426245,0.000827196030638,0.000830236072563,0.00137528201372,0.00218021786859,0.00176999647222,0.00151431848722
3.25,0.00150119738231,0.000836421674104,0.00107570479276,0.00106781945495,0.00148395336766,0.000844938871276,0.000961605088312,0.00108454871601,0.000877128938786,0.000958058646989,0.000860324984938,0.000785069142966,0.000571530777248,0.00179377871718,0.000742326402919,0.00100177655288,0.00136591687903,0.00211665711644,0.0018144248542,0.00129115189552
3.3,0.00123598516333,0.00101455900004,0.00120898703827,0.000985754811602,0.00129758259536,0.000900408562124,0.000876501830854,0.00103058749442,0.000918066474318,0.000915718848544,0.000813319069649,0.000750995337849,0.000516619444584,0.00208680555095,0.000875988066429,0.00115632112214,0.00131022482655,0.0021075729122,0.00189751344243,0.00183257525734
3.35,0.00124279725744,0.00125364772313,0.00123095364867,0.00079579105077,0.0011235575093,0.00105985094813,0.000843433229746,0.00101587521534,0.000836654865777,0.00080640335853,0.000728715813858,0.000846939384548,0.000557659274981,0.00210451558086,0.000981432569326,0.00118885627174,0.0013247788097,0.00211437363974,0.00271909951735,0.00229789527826
3.4,0.00137684291408,0.0012234916113,0.00116763313417,0.000662067227745,0.00092417606405,0.00114789833464,0.000767696041994,0.000928041061172,0.000783324960788,0.000797002029574,0.000544792380928,0.000822699800081,0.000612108598785,0.00198130818789,0.00100062725203,0.00125739384659,0.00142162314835,0.00228134180572,0.00325615948939,0.00236941232353
3.45,0.0013938282292,0.0010321471586,0.00112926598627,0.000627642423963,0.000885793991865,0.00111817629734,0.000753791515869,0.000860297436112,0.000868890138444,0.000792391207028,0.000539672670366,0.000748033422074,0.000689099429315,0.00179511823736,0.00100934962269,0.00140497664368,0.00153538116954,0.00219906742677,0.0038220059474,0.0026632155273
3.5,0.00143613202526,0.000808673080678,0.00127735581865,0.000630166224559,0.00102128479242,0.00107833698298,0.000962202933999,0.000903727282915,0.00092151735235,0.000875961425055,0.000516641402347,0.000798498780651,0.000814579414074,0.001374702586,0.00147780506479,0.00142015781516,0.00144611872155,0.00173066173735,0.00357631861274,0.00270569979424
3.55,0.00146005978845,0.000526387326853,0.00146025422674,0.000686217690379,0.000920269167339,0.00118922377268,0.00123299601217,0.000942050559608,0.000992389633925,0.00104132337471,0.000527733195376,0.000827852528825,0.00106392585513,0.0013558205135,0.00137924498488,0.0012995661933,0.00172480224601,0.00174016184088,0.00274643490162,0.00253844369487
3.6,0.00136735234604,0.000480777697517,0.0014569914581,0.000684082811405,0.000942383604498,0.00110922551601,0.00131212138037,0.000993121137516,0.000963166902946,0.00112320981029,0.000495756450958,0.00105332906197,0.00118870074858,0.00160124939268,0.00108597998538,0.00136131588111,0.00174831374139,0.00161316450017,0.00234469381109,0.00226591859688
3.65,0.00130117876613,0.000452974913311,0.00144476418758,0.000606008769559,0.000868431427304,0.000981455490373,0.00139190570741,0.00102630363713,0.00080141714597,0.00117077415808,0.000482283370863,0.00113827243242,0.00137530141898,0.00185058914417,0.00104890654074,0.00144835777347,0.00177672392914,0.00142732564063,0.0019433120738,0.00188942478814
3.7,0.00125018853627,0.000502504433279,0.00116788759287,0.00061431644,0.000952557225308,0.000982133859466,0.00106792014703,0.00101672032355,0.000650496323951,0.00107164673579,0.000594212754944,0.0012057994268,0.00111939744657,0.00172706502694,0.00100983038995,0.00163978468956,0.00161700912381,0.00163126443092,0.00182764039004,0.00125450241099
3.75,0.00140371427406,0.00069644318989,0.00105117681682,0.000894722406384,0.000997274790805,0.000928310561734,0.000877928305474,0.00106254931327,0.000587679921264,0.00104847168296,0.00069239591213,0.00109948417336,0.000885922148872,0.0016502208387,0.00102143619406,0.00174168603717,0.00143496747377,0.00177763563465,0.00174569055513,0.00112236604625
3.8,0.00166927085677,0.00082472204545,0.000888054643527,0.00106100431365,0.000910326734801,0.000801068675903,0.000724808520674,0.000927705676274,0.000604319180553,0.000985239251166,0.000722311730354,0.000903010650377,0.000981836447621,0.00123263959536,0.00130812646343,0.00171119026071,0.00107335626283,0.00148751944517,0.00160093132389,0.00117447252515
3.85,0.00200347020303,0.000815277973371,0.000788767804119,0.00105734918468,0.000987798963811,0.000708500732526,0.000666520122785,0.000833241089026,0.000632439975189,0.0010476147234,0.00071201253372,0.000736927142557,0.000991768650422,0.00117988327467,0.00161938578769,0.0016046046629,0.00094273281218,0.00119941022075,0.00130960023473,0.00110914555222
3.9,0.00189069567754,0.0008928493636,0.000742559817064,0.000833066270532,0.00105375404163,0.000653728684576,0.000638099705033,0.000782040687291,0.000733119574065,0.00093193825675,0.0006945708081,0.000553134728153,0.00105895780449,0.00116285409269,0.00204504002851,0.0012409020333,0.00106678016123,0.000901643641813,0.00134057096392,0.000825467055239
3.95,0.00177894511814,0.00116349991506,0.000767410613337,0.000686910086968,0.000919886898898,0.000544917144654,0.000649139265979,0.00064155135208,0.000789417153997,0.000968619909998,0.000739325526201,0.0004790809291,0.00125055156212,0.00137755055162,0.00205277510815,0.00115541385128,0.00120139332559,0.000906648930787,0.00151676546501,0.00101187686002
4.0,0.0016352399208,0.000979014458986,0.000719512111677,0.000516359694077,0.000894368275412,0.000574530101491,0.00054401263342,0.000529290781656,0.000834763734748,0.000905429750635,0.000752094078129,0.000458079202844,0.00121077789456,0.00135887651004,0.00176751331493,0.00123485384512,0.00127013979497,0.00107995887481,0.0015456000223,0.000926981058496
4.05,0.00174648972737,0.000842388786756,0.000813101829483,0.000499348576502,0.0008660138955,0.000602046222106,0.000558260677517,0.000544084015338,0.00091871765746,0.000854804674773,0.000848175426894,0.00044350539145,0.00120085224578,0.00146247341157,0.00157234064495,0.001255359411,0.00133995101178,0.00137451763762,0.00127045126227,0.00100724203568
4.1,0.00180910742684,0.000695546930568,0.000946658235956,0.000558293068555,0.000888846686441,0.000607408466451,0.000580829698002,0.000582130722351,0.000828168232963,0.000917689378641,0.000804109087593,0.000422064283776,0.00116490610066,0.0013735963774,0.00128539912766,0.00139020218692,0.0012315137621,0.00151725872741,0.00111692574207,0.00111335007898
4.15,0.00189172603556,0.000662415454452,0.0009719529789,0.000611348267268,0.000857195083044,0.000503485542175,0.000711269837219,0.000683460419967,0.000767025787141,0.000969234418531,0.000743303575529,0.000431240830915,0.00118277156,0.00132763788567,0.00134358356107,0.00144045986251,0.00110409338574,0.00165690322262,0.0010318969695,0.00120262025641
4.2,0.00175727521722,0.000927899946188,0.000884825923291,0.000594003969423,0.000897367322112,0.000525928291309,0.000730444241889,0.00081151918028,0.00083580244838,0.000999756215553,0.000715627992868,0.000437908133967,0.00108576128908,0.00120588318237,0.00147557991699,0.00148810326383,0.00107728514263,0.00162269330354,0.00108287940865,0.0014589891751
4.25,0.00170012511083,0.00138327687304,0.000965471417177,0.000757462906102,0.00104287391028,0.00047832004105,0.00079429137431,0.000903909304946,0.000814979454281,0.00090331342386,0.000776849268857,0.000411785791427,0.000907405103533,0.0012530792621,0.00182658344805,0.0013638201244,0.00098034831385,0.00157783246307,0.00139372371312,0.0018094766327
4.3,0.00143364413451,0.00140395770145,0.00122824059807,0.00118947102555,0.0011535957369,0.000469354816872,0.00103268396477,0.000996738185174,0.000908924906909,0.000904013598718,0.000904448312845,0.000626476016975,0.000860231320976,0.00139735283242,0.00239309604658,0.00108094710648,0.00117530498816,0.00153019495491,0.00163177656705,0.00235970074582
4.35,0.00133408967659,0.00153916867033,0.00128525362843,0.00139575155591,0.00118233666312,0.00050870932691,0.00145469438823,0.00128790952639,0.000998061757459,0.000948448761263,0.00117373820582,0.00083729923279,0.000970335329084,0.00128152711479,0.00261791880839,0.00116176275963,0.00118066298626,0.0015679423902,0.00179573507583,0.00295520365786
4.4,0.00121589326172,0.00144109727872,0.00131240139956,0.00146792332856,0.00128281402126,0.000507130404131,0.0019430489114,0.00152969477679,0.00118289490879,0.000973167149956,0.00143217275228,0.00115271035798,0.00115351301322,0.00120663561919,0.00276116313293,0.0013015487508,0.00111610186574,0.00148766988575,0.00176627982939,0.002628647775
4.45,0.00122274077678,0.00135200319196,0.00109049369639,0.00139984253071,0.00126837369997,0.000558308068114,0.00216411699204,0.00190053913063,0.00134810728196,0.00112288688263,0.00186353585206,0.00130816537024,0.0012822847835,0.00143849139996,0.002797867339,0.00139866842426,0.00153751078474,0.00145819524128,0.00158109124846,0.00231404321878
4.5,0.00110678234485,0.00133828228123,0.000937379199761,0.0011746217313,0.00120301374965,0.000660576535839,0.00237052508062,0.00197141893212,0.00142242201752,0.00123898902317,0.00185044235657,0.00133229207101,0.00153128859805,0.00178276295185,0.00245552595832,0.00162585689719,0.0015715551079,0.00147123970283,0.00154889979491,0.00227945851915
4.55,0.00115920178966,0.00109136140465,0.000734926786007,0.00113699738918,0.00112697966946,0.000839230497705,0.00217026773952,0.00195053588148,0.00130573547403,0.00119198625368,0.00182608203671,0.00122396343008,0.0017184935126,0.0019150446478,0.00217258447939,0.00177088462085,0.00166314980288,0.00147777478937,0.0016246224103,0.00167612547719
4.6,0.00116645099601,0.0010658088236,0.000724603405893,0.0011385957665,0.00106577047585,0.00105682256836,0.00198458679468,0.00191250633159,0.00137320455654,0.00107760720527,0.00173487886316,0.000987108114872,0.0015392078539,0.00189371807289,0.00184308664905,0.00181194776677,0.0012329320636,0.0012885961372,0.00165738095403,0.0013485918477
4.65,0.00101776465746,0.000966440524142,0.000718165166717,0.00135840721168,0.00114618065477,0.00102285203027,0.00187445828424,0.00193034553933,0.00135184468593,0.00111836760729,0.00180675188405,0.00114437484855,0.00134169425989,0.00208567715648,0.00165422518921,0.00200321059822,0.00103806953992,0.0014537620491,0.00176443829283,0.000956340079259
4.7,0.00106891334016,0.00119142186167,0.00115337591122,0.001418520001,0.00115436688857,0.00114729636116,0.00186361045217,0.00201953414822,0.00147940245338,0.00116462102366,0.00199260033582,0.00126767292586,0.00126905153546,0.00175372662886,0.00177660472154,0.00210512085534,0.00100374766162,0.00152891691774,0.00189281198206,0.000890369563455
4.75,0.00112999730838,0.00173150526403,0.00170667954753,0.00124258095851,0.00120703637995,0.00126244351833,0.00202964858771,0.00249444639468,0.00166366607702,0.00129530745489,0.00216437093936,0.00157832756563,0.00159428965262,0.00189416157344,0.00220885586644,0.00185468340229,0.0012789972268,0.0017675023226,0.00199443522678,0.00103746148713
4.8,0.00116603485869,0.00283511725127,0.00258551649721,0.00139057689898,0.00133161493547,0.00135107069495,0.00247798450251,0.00355069131492,0.00202721766806,0.00142197984674,0.00246735952104,0.00195193166678,0.00233926870242,0.00181059850769,0.00315491925194,0.00174649899616,0.00168776459833,0.00186372707557,0.00208973517546,0.0015445009933
4.85,0.00115231382855,0.00437891642526,0.00364103683356,0.00172378232557,0.00142247899666,0.00149185663071,0.00407083655033,0.00509076949442,0.0028341394648,0.00180637990134,0.00283993249211,0.00291760619619,0.00353002641765,0.00216439831549,0.0044472396437,0.00178314042464,0.00189614808108,0.00258845484428,0.0023054553526,0.00204058085288
4.9,0.00116785208824,0.00578237465764,0.00442297860014,0.00172489899544,0.00146262709209,0.00157330382594,0.00581004339071,0.00620997994516,0.00357212006432,0.00220033168081,0.00332511250043,0.00489590246236,0.00514787450216,0.00281130570479,0.0064008578634,0.00183624871474,0.0023802411136,0.00352610813193,0.00220245783515,0.00290891616617
